token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BOR010	0	ah	ah	linguistic	none	_	Begin=0.02	_	_	_	_
0-1	BOR010	0	ok:comunque:	okcomunque	linguistic	none	_	_	1x1,9x1	_	_	_
0-2	BOR010	0	quindi:	quindi	linguistic	none	_	End=2.45	5x1	_	_	_
1-0	BOR010	1	quindi:	quindi	linguistic	none	_	Begin=5.32	5x1	_	_	_
1-1	BOR010	1	non	non	linguistic	none	_	_	_	_	_	_
1-2	BOR010	1	so	so	linguistic	none	_	_	_	_	_	_
1-3	BOR010	1	mi	mi	linguistic	none	_	_	_	_	_	_
1-4	BOR010	1	diceva	diceva	linguistic	none	_	_	_	_	_	_
1-5	BOR010	1	che	che	linguistic	none	_	_	_	_	_	_
1-6	BOR010	1	lei	lei	linguistic	none	_	_	_	_	_	_
1-7	BOR010	1	comunque	comunque	linguistic	none	_	_	_	_	_	_
1-8	BOR010	1	quindi	quindi	linguistic	none	_	_	_	_	_	_
1-9	BOR010	1	è	è	linguistic	none	_	_	_	_	_	_
1-10	BOR010	1	di:	di	linguistic	none	_	_	1x1	_	_	_
1-11	BOR010	1	è	è	linguistic	none	_	_	_	_	_	_
1-12	BOR010	1	di	di	linguistic	none	_	_	_	_	_	_
1-13	BOR010	1	bologa	bologa	linguistic	none	_	_	_	_	_	_
1-14	BOR010	1	o	o	linguistic	none	_	_	_	_	_	_
1-15	BOR010	1	di:dei	didei	linguistic	none	_	_	1x1	_	_	_
1-16	BOR010	1	dintorni	dintorni	linguistic	none	_	_	_	_	_	_
1-17	BOR010	1	bologna	bologna	linguistic	none	_	_	_	_	_	_
1-18	BOR010	1	quindi?	quindi	linguistic	none	Intonation=Rising	End=13.0	_	_	_	_
2-0	BOI036	2	si	si	linguistic	none	_	Begin=13.005	_	_	_	_
2-1	BOI036	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-2	BOI036	2	si	si	linguistic	none	_	_	_	_	_	_
2-3	BOI036	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-4	BOI036	2	fuori,	fuori	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
2-5	BOI036	2	fuori	fuori	linguistic	none	_	_	_	_	_	_
2-6	BOI036	2	porta	porta	linguistic	none	_	_	_	_	_	_
2-7	BOI036	2	lame	lame	linguistic	none	_	End=16.114	_	_	_	_
3-0	BOR010	3	ah	ah	linguistic	none	_	Begin=16.135	_	_	_	_
3-1	BOR010	3	quindi	quindi	linguistic	none	_	_	_	_	_	_
3-2	BOR010	3	è	è	linguistic	none	_	_	_	_	_	_
3-3	BOR010	3	un	un	linguistic	none	_	_	_	_	_	_
3-4	BOR010	3	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
3-5	BOR010	3	un	un	linguistic	none	_	_	_	_	_	_
3-6	BOR010	3	po':	po'	linguistic	none	_	_	1x1	_	_	_
3-7	BOR010	3	diciamo:	diciamo	linguistic	none	_	End=18.36	6x1	_	_	_
4-0	BOR010	4	spostato:	spostato	linguistic	none	_	Begin=18.985	7x1	_	_	_
4-1	BOR010	4	rispetto:	rispetto	linguistic	none	_	_	7x1	_	_	_
4-2	BOR010	4	cioè	cioè	linguistic	none	_	_	_	_	_	_
4-3	BOR010	4	al	al	linguistic	none	_	_	_	_	_	_
4-4	BOR010	4	centro	centro	linguistic	none	_	_	_	_	_	_
4-5	BOR010	4	di	di	linguistic	none	_	_	_	_	_	_
4-6	BOR010	4	bologna	bologna	linguistic	none	_	_	_	_	_	_
4-7	BOR010	4	quindi?	quindi	linguistic	none	Intonation=Rising	End=22.665	_	_	_	_
5-0	BOR010	5	e:	e	linguistic	none	_	Begin=23.71	0x1	_	_	_
5-1	BOR010	5	non	non	linguistic	none	_	_	_	_	_	_
5-2	BOR010	5	so	so	linguistic	none	_	_	_	_	_	_
5-3	BOR010	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
5-4	BOR010	5	come:	come	linguistic	none	_	_	3x1	_	_	_
5-5	BOR010	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
5-6	BOR010	5	cioè:	cioè	linguistic	none	_	_	3x1	_	_	_
5-7	BOR010	5	ha	ha	linguistic	none	_	_	_	_	_	_
5-8	BOR010	5	sempre	sempre	linguistic	none	_	_	_	_	_	_
5-9	BOR010	5	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
5-10	BOR010	5	li?	li	linguistic	none	Intonation=Rising	_	_	_	_	_
5-11	BOR010	5	e:	e	linguistic	none	_	_	0x1	_	_	_
5-12	BOR010	5	[come:]	come	linguistic	none	_	_	3x1	_	_	0-4(0)
5-13	BOR010	5	come	come	linguistic	none	_	_	_	_	_	_
5-14	BOR010	5	si	si	linguistic	none	_	_	_	_	_	_
5-15	BOR010	5	trova?	trova	linguistic	none	Intonation=Rising	_	_	_	_	_
5-16	BOR010	5	diciamo	diciamo	linguistic	none	_	End=29.51	_	_	_	_
6-0	BOI036	6	[si]	si	linguistic	none	_	Begin=27.525|End=28.245	_	_	_	0-2(0)
7-0	BOI036	7	no	no	linguistic	none	_	Begin=30.0	_	_	_	_
7-1	BOI036	7	io	io	linguistic	none	_	_	_	_	_	_
7-2	BOI036	7	ho	ho	linguistic	none	_	_	_	_	_	_
7-3	BOI036	7	sempre	sempre	linguistic	none	_	_	_	_	_	_
7-4	BOI036	7	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
7-5	BOI036	7	li	li	linguistic	none	_	_	_	_	_	_
7-6	BOI036	7	mi	mi	linguistic	none	_	_	_	_	_	_
7-7	BOI036	7	trovo	trovo	linguistic	none	_	_	_	_	_	_
7-8	BOI036	7	bene	bene	linguistic	none	_	End=32.57	_	_	_	_
8-0	BOI036	8	anzi	anzi	linguistic	none	_	Begin=32.96	_	_	_	_
8-1	BOI036	8	benissimo	benissimo	linguistic	none	_	_	_	_	_	_
8-2	BOI036	8	perché:	perché	linguistic	none	_	End=34.89	5x1	_	_	_
9-0	BOI036	9	conosco	conosco	linguistic	none	_	Begin=35.925	_	_	_	_
9-1	BOI036	9	un	un	linguistic	none	_	_	_	_	_	_
9-2	BOI036	9	casino	casino	linguistic	none	_	_	_	_	_	_
9-3	BOI036	9	di	di	linguistic	none	_	_	_	_	_	_
9-4	BOI036	9	gente,	gente	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
9-5	BOI036	9	perché:	perché	linguistic	none	_	_	5x1	_	_	_
9-6	BOI036	9	una	una	linguistic	none	_	_	_	_	_	_
9-7	BOI036	9	volta	volta	linguistic	none	_	_	_	_	_	_
9-8	BOI036	9	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
9-9	BOI036	9	era	era	linguistic	none	_	_	_	_	_	_
9-10	BOI036	9	meno	meno	linguistic	none	_	_	_	_	_	_
9-11	BOI036	9	palazzi	palazzi	linguistic	none	_	_	_	_	_	_
9-12	BOI036	9	meno	meno	linguistic	none	_	_	_	_	_	_
9-13	BOI036	9	famiglie,	famiglie	linguistic	none	Intonation=WeaklyRising	End=42.81	_	_	_	_
10-0	BOI036	10	facevamo	facevamo	linguistic	none	_	Begin=43.17	_	_	_	_
10-1	BOI036	10	anche	anche	linguistic	none	_	_	_	_	_	_
10-2	BOI036	10	prima	prima	linguistic	none	_	_	_	_	_	_
10-3	BOI036	10	a	a	linguistic	none	_	_	_	_	_	_
10-4	BOI036	10	conoscerci	conoscerci	linguistic	none	_	End=45.935	_	_	_	_
11-0	BOR010	11	ah	ah	linguistic	none	_	Begin=46.55	_	_	_	_
11-1	BOR010	11	quindi:comunque:	quindicomunque	linguistic	none	_	End=48.04	5x1,13x1	_	_	_
12-0	BOR010	12	immagino	immagino	linguistic	none	_	Begin=48.42	_	_	_	_
12-1	BOR010	12	che	che	linguistic	none	_	_	_	_	_	_
12-2	BOR010	12	comunque	comunque	linguistic	none	_	_	_	_	_	_
12-3	BOR010	12	che	che	linguistic	none	_	_	_	_	_	_
12-4	BOR010	12	molte	molte	linguistic	none	_	_	_	_	_	_
12-5	BOR010	12	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
12-6	BOR010	12	di	di	linguistic	none	_	_	_	_	_	_
12-7	BOR010	12	quelle	quelle	linguistic	none	_	_	_	_	_	_
12-8	BOR010	12	persone	persone	linguistic	none	_	_	_	_	_	_
12-9	BOR010	12	siano	siano	linguistic	none	_	_	_	_	_	_
12-10	BOR010	12	poi	poi	linguistic	none	_	_	_	_	_	_
12-11	BOR010	12	anche	anche	linguistic	none	_	_	_	_	_	_
12-12	BOR010	12	rimaste:	rimaste	linguistic	none	_	_	6x1	_	_	_
12-13	BOR010	12	diciamo	diciamo	linguistic	none	_	_	_	_	_	_
12-14	BOR010	12	lì	lì	linguistic	none	_	_	_	_	_	_
12-15	BOR010	12	oppure	oppure	linguistic	none	_	_	_	_	_	_
12-16	BOR010	12	oppure	oppure	linguistic	none	_	_	_	_	_	_
12-17	BOR010	12	sono:	sono	linguistic	none	_	_	3x1	_	_	_
12-18	BOR010	12	sono	sono	linguistic	none	_	_	_	_	_	_
12-19	BOR010	12	cambiate	cambiate	linguistic	none	_	_	_	_	_	_
12-20	BOR010	12	le	le	linguistic	none	_	_	_	_	_	_
12-21	BOR010	12	persone	persone	linguistic	none	_	_	_	_	_	_
12-22	BOR010	12	che	che	linguistic	none	_	_	_	_	_	_
12-23	BOR010	12	vivono:	vivono	linguistic	none	_	End=56.205	5x1	_	_	_
13-0	BOR010	13	che	che	linguistic	none	_	Begin=57.567	_	_	_	_
13-1	BOR010	13	vivono:nel	vivononel	linguistic	none	_	_	5x1	_	_	_
13-2	BOR010	13	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
13-3	BOR010	13	diciamo,	diciamo	linguistic	none	Intonation=WeaklyRising	End=60.095	_	_	_	_
14-0	BOR010	14	cioè	cioè	linguistic	none	_	Begin=62.447	_	_	_	_
14-1	BOR010	14	diciamo	diciamo	linguistic	none	_	_	_	_	_	_
14-2	BOR010	14	le	le	linguistic	none	_	_	_	_	_	_
14-3	BOR010	14	persone	persone	linguistic	none	_	_	_	_	_	_
14-4	BOR010	14	che	che	linguistic	none	_	_	_	_	_	_
14-5	BOR010	14	lei	lei	linguistic	none	_	_	_	_	_	_
14-6	BOR010	14	conosceva:	conosceva	linguistic	none	_	_	8x1	_	_	_
14-7	BOR010	14	m:h	mh	linguistic	none	_	_	0x1	_	_	_
14-8	BOR010	14	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
14-9	BOR010	14	epoca	epoca	linguistic	none	_	_	_	_	_	_
14-10	BOR010	14	sono:	sono	linguistic	none	_	_	3x1	_	_	_
14-11	BOR010	14	sono	sono	linguistic	none	_	_	_	_	_	_
14-12	BOR010	14	rimaste	rimaste	linguistic	none	_	_	_	_	_	_
14-13	BOR010	14	oppure:	oppure	linguistic	none	_	End=67.47	5x1	_	_	_
15-0	BOI036	15	mah	mah	linguistic	none	_	Begin=67.495	_	_	_	_
15-1	BOI036	15	molte	molte	linguistic	none	_	_	_	_	_	_
15-2	BOI036	15	son	son	linguistic	none	_	_	_	_	_	_
15-3	BOI036	15	rimaste	rimaste	linguistic	none	_	_	_	_	_	_
15-4	BOI036	15	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
15-5	BOI036	15	molte	molte	linguistic	none	_	_	_	_	_	_
15-6	BOI036	15	sono	sono	linguistic	none	_	_	_	_	_	_
15-7	BOI036	15	morte	morte	linguistic	none	_	_	_	_	_	_
15-8	BOI036	15	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
15-9	BOI036	15	sono	sono	linguistic	none	_	_	_	_	_	_
15-10	BOI036	15	andate:	andate	linguistic	none	_	End=71.947	5x1	_	_	_
16-0	BOI036	16	ma	ma	linguistic	none	_	Begin=72.905	_	_	_	_
16-1	BOI036	16	ce	ce	linguistic	none	_	_	_	_	_	_
16-2	BOI036	16	ne	ne	linguistic	none	_	_	_	_	_	_
16-3	BOI036	16	sono	sono	linguistic	none	_	_	_	_	_	_
16-4	BOI036	16	ancora	ancora	linguistic	none	_	_	_	_	_	_
16-5	BOI036	16	specialmente	specialmente	linguistic	none	_	_	_	_	_	_
16-6	BOI036	16	degli	degli	linguistic	none	_	_	_	_	_	_
16-7	BOI036	16	anziani,	anziani	linguistic	none	Intonation=WeaklyRising	End=76.435	_	_	_	_
17-0	BOR010	17	ah	ah	linguistic	none	_	Begin=77.767	_	_	_	_
17-1	BOR010	17	quindi:	quindi	linguistic	none	_	_	5x1	_	_	_
17-2	BOR010	17	non	non	linguistic	none	_	_	_	_	_	_
17-3	BOR010	17	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
17-4	BOR010	17	è	è	linguistic	none	_	_	_	_	_	_
17-5	BOR010	17	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
17-6	BOR010	17	non	non	linguistic	none	_	_	_	_	_	_
17-7	BOR010	17	ci	ci	linguistic	none	_	_	_	_	_	_
17-8	BOR010	17	sono	sono	linguistic	none	_	_	_	_	_	_
17-9	BOR010	17	molti	molti	linguistic	none	_	_	_	_	_	_
17-10	BOR010	17	giovani	giovani	linguistic	none	_	_	_	_	_	_
17-11	BOR010	17	immagino	immagino	linguistic	none	_	End=80.785	_	_	_	_
18-0	BOI036	18	mah	mah	linguistic	none	_	Begin=80.827	_	_	_	_
18-1	BOI036	18	ce	ce	linguistic	none	_	_	_	_	_	_
18-2	BOI036	18	ne	ne	linguistic	none	_	_	_	_	_	_
18-3	BOI036	18	sono	sono	linguistic	none	_	_	_	_	_	_
18-4	BOI036	18	però	però	linguistic	none	_	_	_	_	_	_
18-5	BOI036	18	fanno	fanno	linguistic	none	_	_	_	_	_	_
18-6	BOI036	18	altre	altre	linguistic	none	_	_	_	_	_	_
18-7	BOI036	18	zone	zone	linguistic	none	_	_	_	_	_	_
18-8	BOI036	18	di	di	linguistic	none	_	_	_	_	_	_
18-9	BOI036	18	quella	quella	linguistic	none	_	_	_	_	_	_
18-10	BOI036	18	di	di	linguistic	none	_	_	_	_	_	_
18-11	BOI036	18	xxxx	x	unknown	none	_	End=84.845	_	_	_	_
19-0	BOI036	19	altre	altre	linguistic	none	_	Begin=86.013	_	_	_	_
19-1	BOI036	19	parti	parti	linguistic	none	_	End=86.807	_	_	_	_
20-0	BOR010	20	ah	ah	linguistic	none	_	Begin=87.853	_	_	_	_
20-1	BOR010	20	capisco	capisco	linguistic	none	_	_	_	_	_	_
20-2	BOR010	20	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_
20-3	BOR010	20	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
20-4	BOR010	20	giustamente	giustamente	linguistic	none	_	End=90.42	_	_	_	_
21-0	BOR010	21	ehm:	ehm	linguistic	none	_	Begin=90.78	2x1	_	_	_
21-1	BOR010	21	quindi:	quindi	linguistic	none	_	_	5x1	_	_	_
21-2	BOR010	21	non	non	linguistic	none	_	_	_	_	_	_
21-3	BOR010	21	so:	so	linguistic	none	_	End=92.945	1x1	_	_	_
22-0	BOR010	22	secondo	secondo	linguistic	none	_	Begin=93.153	_	_	_	_
22-1	BOR010	22	lei	lei	linguistic	none	_	_	_	_	_	_
22-2	BOR010	22	è	è	linguistic	none	_	_	_	_	_	_
22-3	BOR010	22	cambiato	cambiato	linguistic	none	_	_	_	_	_	_
22-4	BOR010	22	molto	molto	linguistic	none	_	_	_	_	_	_
22-5	BOR010	22	anche	anche	linguistic	none	_	_	_	_	_	_
22-6	BOR010	22	il	il	linguistic	none	_	_	_	_	_	_
22-7	BOR010	22	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
22-8	BOR010	22	dove	dove	linguistic	none	_	_	_	_	_	_
22-9	BOR010	22	vie	vie	linguistic	none	_	_	_	_	_	_
22-10	BOR010	22	o	o	linguistic	none	_	_	_	_	_	_
22-11	BOR010	22	è	è	linguistic	none	_	_	_	_	_	_
22-12	BOR010	22	rimasto	rimasto	linguistic	none	_	_	_	_	_	_
22-13	BOR010	22	più	più	linguistic	none	_	_	_	_	_	_
22-14	BOR010	22	o	o	linguistic	none	_	_	_	_	_	_
22-15	BOR010	22	meno	meno	linguistic	none	_	_	_	_	_	_
22-16	BOR010	22	sempre:	sempre	linguistic	none	_	_	5x1	_	_	_
22-17	BOR010	22	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
22-18	BOR010	22	[lo	lo	linguistic	none	_	_	_	_	_	0-2(1)
22-19	BOR010	22	stesso]	stesso	linguistic	none	_	End=97.945	_	_	_	0-6(1)
23-0	BOI036	23	[ma	ma	linguistic	none	_	Begin=97.63	_	_	_	0-2(1)
