token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BOR010	0	okay	okay	linguistic	none	_	Begin=0.19	_	_	_	_
0-1	BOR010	0	dovrebbe	dovrebbe	linguistic	none	_	_	_	_	_	_
0-2	BOR010	0	essere	essere	linguistic	none	_	_	_	_	_	_
0-3	BOR010	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-4	BOR010	0	partito	partito	linguistic	none	_	_	_	_	_	_
0-5	BOR010	0	sì	sì	linguistic	none	_	End=2.225	_	_	_	_
1-0	BOR010	1	e:h	eh	linguistic	none	_	Begin=2.61	0x1	_	_	_
1-1	BOR010	1	m:h	mh	linguistic	none	_	End=3.51	0x1	_	_	_
2-0	BOR010	2	non	non	linguistic	none	_	Begin=3.97	_	_	_	_
2-1	BOR010	2	lo	lo	linguistic	none	_	_	_	_	_	_
2-2	BOR010	2	so	so	linguistic	none	_	_	_	_	_	_
2-3	BOR010	2	e:h	eh	linguistic	none	_	End=5.488	0x1	_	_	_
3-0	BOR010	3	comunque	comunque	linguistic	none	_	Begin=5.73	_	_	_	_
3-1	BOR010	3	((ride))	((ride))	nonverbalbehavior	none	_	End=6.313	_	_	_	_
4-0	BOR010	4	e:h	eh	linguistic	none	_	Begin=7.45	0x1	_	_	_
4-1	BOR010	4	lei:	lei	linguistic	none	_	_	2x1	_	_	_
4-2	BOR010	4	non	non	linguistic	none	_	_	_	_	_	_
4-3	BOR010	4	so	so	linguistic	none	_	_	_	_	_	_
4-4	BOR010	4	è	è	linguistic	none	_	_	_	_	_	_
4-5	BOR010	4	comunque	comunque	linguistic	none	_	_	_	_	_	_
4-6	BOR010	4	di	di	linguistic	none	_	_	_	_	_	_
4-7	BOR010	4	bologna	bologna	linguistic	none	_	_	_	_	_	_
4-8	BOR010	4	diceva	diceva	linguistic	none	_	End=11.06	_	_	_	_
5-0	BOR010	5	e:h	eh	linguistic	none	_	Begin=11.53	0x1	_	_	_
5-1	BOR010	5	è	è	linguistic	none	_	_	_	_	_	_
5-2	BOR010	5	di	di	linguistic	none	_	_	_	_	_	_
5-3	BOR010	5	comunque	comunque	linguistic	none	_	_	_	_	_	_
5-4	BOR010	5	è	è	linguistic	none	_	_	_	_	_	_
5-5	BOR010	5	di	di	linguistic	none	_	_	_	_	_	_
5-6	BOR010	5	bologna	bologna	linguistic	none	_	_	_	_	_	_
5-7	BOR010	5	oppure:	oppure	linguistic	none	_	End=14.18	5x1	_	_	_
6-0	BOI037	6	no	no	linguistic	none	_	Begin=14.24|End=14.53	_	_	_	_
7-0	BOR010	7	ah	ah	linguistic	none	_	Begin=14.615	_	_	_	_
7-1	BOR010	7	[ah]	ah	linguistic	none	_	End=15.415	_	_	_	0-2(0)
8-0	BOI037	8	[e:h]	eh	linguistic	none	_	Begin=15.01	0x1	_	_	0-2(0)
8-1	BOI037	8	io	io	linguistic	none	_	_	_	_	_	_
8-2	BOI037	8	sono	sono	linguistic	none	_	_	_	_	_	_
8-3	BOI037	8	di	di	linguistic	none	_	_	_	_	_	_
8-4	BOI037	8	origine	origine	linguistic	none	_	_	_	_	_	_
8-5	BOI037	8	piemontese	piemontese	linguistic	none	_	End=17.352	_	_	_	_
9-0	BOR010	9	a:h	ah	linguistic	none	_	Begin=17.55	0x1	_	_	_
9-1	BOR010	9	okay	okay	linguistic	none	_	End=18.395	_	_	_	_
10-0	BOI037	10	e:h	eh	linguistic	none	_	Begin=18.484	0x1	_	_	_
10-1	BOI037	10	poi	poi	linguistic	none	_	_	_	_	_	_
10-2	BOI037	10	sono	sono	linguistic	none	_	_	_	_	_	_
10-3	BOI037	10	arrivato	arrivato	linguistic	none	_	_	_	_	_	_
10-4	BOI037	10	qui	qui	linguistic	none	_	_	_	_	_	_
10-5	BOI037	10	a	a	linguistic	none	_	_	_	_	_	_
10-6	BOI037	10	bologna	bologna	linguistic	none	_	_	_	_	_	_
10-7	BOI037	10	che	che	linguistic	none	_	_	_	_	_	_
10-8	BOI037	10	avevo:	avevo	linguistic	none	_	_	4x1	_	_	_
10-9	BOI037	10	sedici	sedici	linguistic	none	_	_	_	_	_	_
10-10	BOI037	10	anni,	anni	linguistic	none	Intonation=WeaklyRising	End=21.806	_	_	_	_
11-0	BOI037	11	quindi:	quindi	linguistic	none	_	Begin=22.59	5x1	_	_	_
11-1	BOI037	11	qualcosa	qualcosa	linguistic	none	_	_	_	_	_	_
11-2	BOI037	11	come	come	linguistic	none	_	_	_	_	_	_
11-3	BOI037	11	cinquantadue	cinquantadue	linguistic	none	_	_	_	_	_	_
11-4	BOI037	11	anni	anni	linguistic	none	_	_	_	_	_	_
11-5	BOI037	11	fa	fa	linguistic	none	_	_	_	_	_	_
11-6	BOI037	11	((ride))	((ride))	nonverbalbehavior	none	_	End=25.887	_	_	_	_
12-0	BOR010	12	ah	ah	linguistic	none	_	Begin=25.52	_	_	_	_
12-1	BOR010	12	beh	beh	linguistic	none	_	_	_	_	_	_
12-2	BOR010	12	tanto	tanto	linguistic	none	_	_	_	_	_	_
12-3	BOR010	12	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_
12-4	BOR010	12	x	x	unknown	none	_	End=26.851	_	_	_	_
13-0	BOI037	13	((ride))	((ride))	nonverbalbehavior	none	_	Begin=26.943|End=27.774	_	_	_	_
14-0	BOI037	14	e:h	eh	linguistic	none	_	Begin=28.19	0x1	_	_	_
14-1	BOI037	14	vabbè	vabbè	linguistic	none	_	_	_	_	_	_
14-2	BOI037	14	insomma	insomma	linguistic	none	_	End=29.9	_	_	_	_
15-0	BOI037	15	poi	poi	linguistic	none	_	Begin=30.97	_	_	_	_
15-1	BOI037	15	son	son	linguistic	none	_	_	_	_	_	_
15-2	BOI037	15	rimasto	rimasto	linguistic	none	_	_	_	_	_	_
15-3	BOI037	15	sempre	sempre	linguistic	none	_	_	_	_	_	_
15-4	BOI037	15	qui	qui	linguistic	none	_	_	_	_	_	_
15-5	BOI037	15	quindi	quindi	linguistic	none	_	End=32.591	_	_	_	_
16-0	BOR010	16	quindi	quindi	linguistic	none	_	Begin=33.83	_	_	_	_
16-1	BOR010	16	comunque	comunque	linguistic	none	_	_	_	_	_	_
16-2	BOR010	16	la	la	linguistic	none	_	_	_	_	_	_
16-3	BOR010	16	conosci	conosci	linguistic	none	_	_	_	_	_	_
16-4	BOR010	16	abbastanza	abbastanza	linguistic	none	_	_	_	_	_	_
16-5	BOR010	16	bene:	bene	linguistic	none	_	_	3x1	_	_	_
16-6	BOR010	16	((ride))	((ride))	nonverbalbehavior	none	_	End=35.99	_	_	_	_
17-0	BOI037	17	la	la	linguistic	none	_	Begin=36.05	_	_	_	_
17-1	BOI037	17	città	città	linguistic	none	_	_	_	_	_	_
17-2	BOI037	17	direi	direi	linguistic	none	_	_	_	_	_	_
17-3	BOI037	17	di	di	linguistic	none	_	_	_	_	_	_
17-4	BOI037	17	sì	sì	linguistic	none	_	_	_	_	_	_
17-5	BOI037	17	((ride))	((ride))	nonverbalbehavior	none	_	End=38.277	_	_	_	_
18-0	BOR010	18	vabbè:	vabbè	linguistic	none	_	Begin=38.48	4x1	_	_	_
18-1	BOR010	18	dai	dai	linguistic	none	_	_	_	_	_	_
18-2	BOR010	18	(almeno	almeno	linguistic	none	_	_	_	_	0-6(0)	_
18-3	BOR010	18	quello)	quello	linguistic	none	_	End=39.988	_	_	0-6(0)	_
19-0	BOR010	19	e:h	eh	linguistic	none	_	Begin=40.43|End=41.005	0x1	_	_	_
20-0	BOR010	20	comunque	comunque	linguistic	none	_	Begin=41.4	_	_	_	_
20-1	BOR010	20	non	non	linguistic	none	_	_	_	_	_	_
20-2	BOR010	20	so	so	linguistic	none	_	_	_	_	_	_
20-3	BOR010	20	e:h	eh	linguistic	none	_	_	0x1	_	_	_
20-4	BOR010	20	e:h	eh	linguistic	none	_	_	0x1	_	_	_
20-5	BOR010	20	è	è	linguistic	none	_	_	_	_	_	_
20-6	BOR010	20	una	una	linguistic	none	_	_	_	_	_	_
