token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BOR005	0	allo:ra	allora	linguistic	none	_	Begin=0.64|End=1.759	3x1	_	_	_
1-0	BOI013	1	[i~	i~	linguistic	none	Interrupted=Yes	Begin=0.96	_	_	_	0-2(0)
1-1	BOI013	1	su]gn	sugn	linguistic	none	_	_	_	_	_	0-2(0)
1-2	BOI013	1	tamarra	tamarra	linguistic	none	_	End=2.383	_	_	_	_
2-0	BOR005	2	iniziamo	iniziamo	linguistic	none	_	Begin=2.52|End=3.565	_	_	_	_
3-0	BOR005	3	alo~	alo~	linguistic	none	Interrupted=Yes	Begin=3.9|End=4.461	_	_	_	_
4-0	BOR005	4	in	in	linguistic	none	_	Begin=5.13	_	_	_	_
4-1	BOR005	4	che	che	linguistic	none	_	_	_	_	_	_
4-2	BOR005	4	zona	zona	linguistic	none	_	_	_	_	_	_
4-3	BOR005	4	di	di	linguistic	none	_	_	_	_	_	_
4-4	BOR005	4	bologna	bologna	linguistic	none	_	_	_	_	_	_
4-5	BOR005	4	vivete?	vivete	linguistic	none	Intonation=Rising	End=6.858	_	_	_	_
5-0	BOI013	5	corticella	corticella	linguistic	none	_	Begin=6.954|End=8.01	_	_	_	_
6-0	BOR005	6	mh	mh	linguistic	none	_	Begin=8.252|End=8.763	_	_	_	_
7-0	BOR005	7	e	e	linguistic	none	_	Begin=8.887	_	_	_	_
7-1	BOR005	7	avete	avete	linguistic	none	_	_	_	_	_	_
7-2	BOR005	7	sempre	sempre	linguistic	none	_	_	_	_	_	_
7-3	BOR005	7	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
7-4	BOR005	7	qua?	qua	linguistic	none	Intonation=Rising	End=10.358	_	_	_	_
8-0	BOI013	8	no	no	linguistic	none	_	Begin=10.642|End=10.918	_	_	_	_
9-0	BOI012	9	°no°	no	linguistic	none	Volume=Low	Begin=10.93|End=11.37	_	_	_	_
10-0	BOR005	10	oka:y	okay	linguistic	none	_	Begin=12.18	2x1	_	_	_
10-1	BOR005	10	prima	prima	linguistic	none	_	_	_	_	_	_
10-2	BOR005	10	dove	dove	linguistic	none	_	_	_	_	_	_
10-3	BOR005	10	abitavate	abitavate	linguistic	none	_	End=14.0	_	_	_	_
11-0	BOI012	11	a	a	linguistic	none	_	Begin=14.86	_	_	_	_
11-1	BOI012	11	corticella	corticella	linguistic	none	_	_	_	_	_	_
11-2	BOI012	11	((ride))	((ride))	nonverbalbehavior	none	_	End=16.471	_	_	_	_
12-0	BOI012	12	poi	poi	linguistic	none	_	Begin=17.62	_	_	_	_
12-1	BOI012	12	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
12-2	BOI012	12	abitato:	abitato	linguistic	none	_	_	6x1	_	_	_
12-3	BOI012	12	vabbè	vabbè	linguistic	none	_	_	_	_	_	_
12-4	BOI012	12	a	a	linguistic	none	_	_	_	_	_	_
12-5	BOI012	12	bologna	bologna	linguistic	none	_	_	_	_	_	_
12-6	BOI012	12	in	in	linguistic	none	_	_	_	_	_	_
12-7	BOI012	12	generale	generale	linguistic	none	_	End=20.689	_	_	_	_
13-0	BOI012	13	comun~	comun~	linguistic	none	Interrupted=Yes	Begin=22.2	_	_	_	_
13-1	BOI012	13	questa	questa	linguistic	none	_	_	_	_	_	_
13-2	BOI012	13	non	non	linguistic	none	_	_	_	_	_	_
13-3	BOI012	13	è	è	linguistic	none	_	_	_	_	_	_
13-4	BOI012	13	z~	z~	linguistic	none	Interrupted=Yes	_	_	_	_	_
13-5	BOI012	13	[cortic]ella	corticella	linguistic	none	_	_	_	_	_	0-6(1)
13-6	BOI012	13	qua	qua	linguistic	none	_	_	_	_	_	_
13-7	BOI012	13	eh	eh	linguistic	none	_	End=24.109	_	_	_	_
14-0	BOR005	14	[mh]	mh	linguistic	none	_	Begin=23.099|End=23.414	_	_	_	0-2(1)
15-0	BOR005	15	no?	no	linguistic	none	Intonation=Rising	Begin=24.179|End=24.592	_	_	_	_
16-0	BOI012	16	questa	questa	linguistic	none	_	Begin=24.725	_	_	_	_
16-1	BOI012	16	è	è	linguistic	none	_	_	_	_	_	_
16-2	BOI012	16	la	la	linguistic	none	_	_	_	_	_	_
16-3	BOI012	16	dozza	dozza	linguistic	none	_	_	_	_	_	_
16-4	BOI012	16	eh	eh	linguistic	none	_	End=25.813	_	_	_	_
17-0	BOI013	17	però	però	linguistic	none	_	Begin=25.86	_	_	_	_
17-1	BOI013	17	è	è	linguistic	none	_	_	_	_	_	_
17-2	BOI013	17	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
17-3	BOI013	17	cortic[ella]	corticella	linguistic	none	_	End=27.392	_	_	_	6-10(2)
18-0	BOI012	18	[n]o	no	linguistic	none	_	Begin=27.206|End=27.56	_	_	_	0-1(?)
19-0	BOR005	19	[ah	ah	linguistic	none	_	Begin=27.55	_	_	_	0-2(3)
19-1	BOR005	19	okay]	okay	linguistic	none	_	End=28.319	_	_	_	0-4(3)
20-0	BOR005	20	e	e	linguistic	none	_	Begin=28.77	_	_	_	_
20-1	BOR005	20	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
20-2	BOR005	20	le	le	linguistic	none	_	_	_	_	_	_
20-3	BOR005	20	scuole	scuole	linguistic	none	_	_	_	_	_	_
20-4	BOR005	20	le	le	linguistic	none	_	_	_	_	_	_
20-5	BOR005	20	avete	avete	linguistic	none	_	_	_	_	_	_
20-6	BOR005	20	frequentate	frequentate	linguistic	none	_	_	_	_	_	_
20-7	BOR005	20	qui,	qui	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
20-8	BOR005	20	o	o	linguistic	none	_	_	_	_	_	_
20-9	BOR005	20	in	in	linguistic	none	_	_	_	_	_	_
20-10	BOR005	20	altri	altri	linguistic	none	_	_	_	_	_	_
20-11	BOR005	20	quartieri,	quartieri	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
20-12	BOR005	20	in	in	linguistic	none	_	_	_	_	_	_
20-13	BOR005	20	altre	altre	linguistic	none	_	_	_	_	_	_
20-14	BOR005	20	città,	città	linguistic	none	Intonation=WeaklyRising	End=33.085	_	_	_	_
21-0	BOI012	21	[altri	altri	linguistic	none	_	Begin=33.085	_	_	_	0-5(4)
21-1	BOI012	21	quartieri]	quartieri	linguistic	none	_	End=34.181	_	_	_	0-9(4)
22-0	BOI013	22	[altri	altri	linguistic	none	_	Begin=33.085	_	_	_	0-5(4)
22-1	BOI013	22	quartieri]	quartieri	linguistic	none	_	End=34.181	_	_	_	0-9(4)
